"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"8305",0,0,0,0,1
"8306",0.336,0,0,0.662,0.002
"8307",0.976,0,0,0,0.024
"8308",0.996,0,0,0,0.004
"8309",0.244,0,0,0.756,0
"8310",0.042,0,0.002,0.012,0.944
"8311",0,0,0,0,1
"8312",0,0,0.1,0,0.9
"8313",0.21,0,0,0.79,0
"8314",0.214,0,0,0.786,0
"8315",0.996,0,0,0,0.004
"8316",0.992,0,0,0,0.008
"8317",0.424,0,0,0.536,0.04
"8318",0.994,0,0,0,0.006
"8319",0.228,0,0,0.772,0
"8320",0.12,0,0,0,0.88
"8321",0.21,0,0.032,0.758,0
"8322",0.996,0,0,0,0.004
"8323",0.244,0,0,0.756,0
"8324",0,0,0,0,1
"8325",0.78,0.01,0,0.042,0.168
"8326",0.034,0.024,0,0,0.942
"8327",0.996,0,0,0,0.004
"8328",0.732,0,0,0,0.268
"8329",0.034,0,0.15,0.008,0.808
"8330",0.976,0,0,0.004,0.02
"8331",0.908,0,0,0.092,0
"8332",0.716,0,0,0.04,0.244
"8333",0.942,0,0,0.036,0.022
"8334",0.308,0,0,0.692,0
"8335",0.078,0,0,0.002,0.92
"8336",0.996,0,0,0,0.004
"8337",0.994,0,0,0,0.006
"8338",0.054,0,0,0.336,0.61
"8339",0.966,0,0,0.034,0
"8340",0.992,0,0,0,0.008
"8341",0.024,0,0.534,0.026,0.416
"8342",0,0,0,0,1
"8343",0,0,0,0,1
"8344",0.056,0,0,0,0.944
"8345",0,0,0,0,1
"8346",0.054,0,0,0.78,0.166
"8347",0.996,0,0,0,0.004
"8348",0.026,0,0.002,0,0.972
"8349",0.996,0,0,0,0.004
"8350",0.018,0,0.014,0.614,0.354
"8351",0.528,0,0,0.472,0
"8352",0.876,0,0,0.124,0
"8353",0.372,0,0,0.626,0.002
"8354",0.17,0,0.006,0.81,0.014
"8355",0.244,0,0,0.756,0
"8356",0.21,0,0,0.79,0
"8357",0.956,0,0,0.044,0
"8358",0.994,0,0,0,0.006
"8359",0.976,0,0,0.024,0
"8360",0.88,0,0,0.12,0
"8361",0.996,0,0,0,0.004
"8362",1,0,0,0,0
"8363",0.014,0,0,0,0.986
"8364",0,0,0,0,1
"8365",0.682,0,0,0.048,0.27
"8366",0.036,0.006,0.022,0,0.936
"8367",0.768,0,0,0.006,0.226
"8368",0.978,0,0,0.022,0
"8369",0.02,0,0.002,0.588,0.39
"8370",0.976,0,0,0.024,0
"8371",0.76,0,0,0,0.24
"8372",0.948,0,0,0,0.052
"8373",0,0,0,0,1
"8374",0.956,0,0,0.044,0
"8375",0,0,0,0,1
"8376",0.996,0,0,0,0.004
"8377",0.392,0,0,0.608,0
"8378",0.994,0,0,0,0.006
"8379",0,0,0,0,1
"8380",0.21,0,0,0.79,0
"8381",0.004,0,0.008,0,0.988
"8382",0.184,0,0,0.816,0
"8383",0.956,0,0,0.044,0
"8384",0.076,0.002,0.144,0.004,0.774
"8385",0,0,0,0,1
"8386",0.996,0,0,0,0.004
"8387",0.996,0,0,0,0.004
"8388",0.19,0,0,0.808,0.002
"8389",0,0,0.012,0,0.988
"8390",0.802,0,0,0.084,0.114
"8391",1,0,0,0,0
"8392",0,0,0,0,1
"8393",0.996,0,0,0,0.004
"8394",0.996,0,0,0,0.004
"8395",0.788,0,0.056,0.098,0.058
"8396",0.996,0,0,0,0.004
"8397",0.978,0,0,0.022,0
"8398",0.2,0,0.056,0.736,0.008
"8399",0.974,0,0,0.026,0
"8400",0.17,0,0.068,0.034,0.728
"8401",1,0,0,0,0
"8402",0.894,0,0,0.106,0
"8403",0.906,0,0,0,0.094
"8404",0.162,0,0,0.838,0
"8405",0,0.002,0,0,0.998
"8406",0.538,0,0,0.004,0.458
"8407",0.682,0,0,0.048,0.27
"8408",0.87,0,0.004,0,0.126
"8409",0.066,0,0.002,0.026,0.906
"8410",0.02,0,0.002,0.588,0.39
"8411",0.958,0,0,0.042,0
"8412",0.154,0,0,0,0.846
"8413",0.912,0,0,0.088,0
"8414",0.084,0,0,0,0.916
"8415",0.19,0,0,0.766,0.044
"8416",0,0,0,0,1
"8417",0.902,0,0,0,0.098
"8418",0.058,0,0.08,0.582,0.28
"8419",0.968,0,0,0.032,0
"8420",0.78,0,0,0,0.22
"8421",0.84,0,0,0.15,0.01
"8422",0.27,0,0,0,0.73
"8423",0.476,0,0,0.016,0.508
"8424",0.216,0,0,0.782,0.002
"8425",1,0,0,0,0
"8426",0.97,0,0,0.03,0
"8427",0.978,0,0,0.022,0
"8428",0.848,0,0,0.02,0.132
"8429",0.256,0,0,0.744,0
"8430",0.226,0,0,0.726,0.048
"8431",0.86,0,0,0,0.14
"8432",0.938,0,0,0,0.062
"8433",0.448,0,0,0.552,0
"8434",0.898,0,0.01,0.044,0.048
"8435",0.032,0,0.02,0.926,0.022
"8436",0.948,0,0,0,0.052
"8437",0.996,0,0,0,0.004
"8438",0.426,0,0,0.574,0
"8439",0.26,0,0,0,0.74
"8440",0.798,0.012,0,0,0.19
"8441",0.86,0,0,0.136,0.004
"8442",0.996,0,0,0,0.004
"8443",0.258,0,0,0.73,0.012
"8444",0.002,0.004,0,0.004,0.99
"8445",0.252,0,0,0.748,0
"8446",0.036,0,0.546,0.04,0.378
"8447",0.996,0,0,0,0.004
"8448",0,0,0,0,1
"8449",0.996,0,0,0,0.004
"8450",0.976,0,0,0.024,0
"8451",0.876,0,0,0.124,0
"8452",0.97,0,0,0.008,0.022
"8453",0.912,0,0,0,0.088
"8454",0.99,0,0,0,0.01
"8455",0.996,0,0,0,0.004
"8456",0.97,0,0,0.03,0
"8457",0.976,0,0,0.024,0
"8458",0.97,0,0,0.03,0
"8459",0.538,0,0,0.004,0.458
"8460",0.042,0,0.018,0,0.94
"8461",0.426,0,0,0.574,0
"8462",0.192,0,0,0.792,0.016
"8463",0.394,0,0,0.606,0
"8464",0.958,0,0,0.042,0
"8465",0,0,0,0,1
"8466",0.02,0,0.474,0.048,0.458
"8467",0.016,0,0.002,0,0.982
"8468",0.976,0,0,0.024,0
"8469",0,0,0,0,1
"8470",0.112,0,0.124,0.002,0.762
"8471",0,0,0,0,1
"8472",0.178,0,0,0.822,0
"8473",0,0,0.002,0,0.998
"8474",0.996,0,0,0,0.004
"8475",0.092,0,0,0.002,0.906
"8476",0.978,0,0,0.022,0
"8477",0.99,0,0,0,0.01
"8478",0.216,0,0,0.784,0
"8479",0,0,0,0,1
"8480",0,0,0,0,1
"8481",0.308,0,0,0.692,0
"8482",0.308,0,0,0.688,0.004
"8483",0.962,0,0,0.038,0
"8484",0.798,0,0,0.07,0.132
"8485",0.952,0,0,0,0.048
"8486",0.074,0,0,0.002,0.924
"8487",0.184,0,0,0.816,0
"8488",0.002,0,0,0,0.998
"8489",0.976,0,0,0.024,0
"8490",0,0,0,0,1
"8491",0.962,0,0,0.036,0.002
"8492",0.976,0,0,0.024,0
"8493",0.306,0,0,0.694,0
"8494",1,0,0,0,0
"8495",0.054,0,0,0.78,0.166
"8496",1,0,0,0,0
"8497",0.992,0,0,0.008,0
"8498",0.102,0,0.05,0.288,0.56
"8499",0.956,0,0,0.04,0.004
"8500",1,0,0,0,0
"8501",0.89,0,0,0.066,0.044
"8502",0.24,0,0.002,0.758,0
"8503",0.976,0,0,0.024,0
"8504",0.056,0,0,0,0.944
"8505",0.17,0,0,0.812,0.018
"8506",0.966,0,0,0.034,0
"8507",0.004,0,0.012,0.03,0.954
"8508",0.878,0,0,0,0.122
"8509",0.018,0,0.02,0.4,0.562
"8510",0.274,0,0,0,0.726
"8511",0.97,0,0,0.03,0
"8512",0.004,0,0.472,0.006,0.518
"8513",0.788,0,0,0,0.212
"8514",0.236,0,0,0.756,0.008
"8515",0,0,0,0,1
"8516",0.774,0,0,0,0.226
"8517",0,0,0,0,1
"8518",0.732,0,0,0,0.268
"8519",0.556,0,0.018,0.04,0.386
"8520",0.962,0,0,0,0.038
"8521",0.56,0,0.002,0.136,0.302
"8522",0.87,0,0,0,0.13
"8523",0.008,0,0.008,0,0.984
"8524",0.766,0,0,0.01,0.224
"8525",0.996,0,0,0,0.004
"8526",0.97,0,0,0.03,0
"8527",0.996,0,0,0,0.004
"8528",0,0,0,0,1
"8529",0.916,0,0,0,0.084
"8530",0.588,0.022,0,0,0.39
"8531",0.086,0,0.002,0,0.912
"8532",0.996,0,0,0,0.004
"8533",0.238,0,0,0.762,0
"8534",0.766,0,0,0.07,0.164
"8535",1,0,0,0,0
"8536",0.186,0.014,0,0,0.8
"8537",0.892,0,0,0,0.108
"8538",0.014,0,0,0,0.986
"8539",0.978,0,0,0.022,0
"8540",0.974,0,0,0.026,0
"8541",0,0,0,0,1
"8542",0.988,0,0,0.002,0.01
"8543",0.336,0,0,0.662,0.002
"8544",0.966,0,0,0.034,0
"8545",0.006,0,0,0,0.994
"8546",0.996,0,0,0,0.004
"8547",0.444,0,0,0.556,0
"8548",0.996,0,0,0,0.004
"8549",0.002,0,0,0,0.998
"8550",0.938,0,0,0,0.062
"8551",0.932,0,0,0.068,0
"8552",0,0,0,0,1
"8553",0.906,0,0,0,0.094
"8554",0.062,0,0,0.792,0.146
"8555",0.908,0,0,0.092,0
"8556",0.996,0,0,0,0.004
"8557",0.492,0,0,0.508,0
"8558",0.966,0,0,0,0.034
"8559",0.996,0,0,0,0.004
"8560",0.876,0,0,0.124,0
"8561",0.054,0,0,0.78,0.166
"8562",0.058,0.004,0.014,0,0.924
"8563",0.996,0,0,0,0.004
"8564",0.894,0,0,0.106,0
"8565",0.966,0,0,0,0.034
"8566",0.996,0,0,0,0.004
"8567",0.19,0,0,0.766,0.044
"8568",0.994,0,0,0,0.006
"8569",0.248,0,0,0.748,0.004
"8570",0.448,0,0,0.552,0
"8571",0.188,0,0,0,0.812
"8572",0.224,0,0,0.766,0.01
"8573",0.996,0,0,0,0.004
"8574",0.996,0,0,0,0.004
"8575",0.022,0,0.006,0.296,0.676
"8576",0.87,0,0,0,0.13
"8577",0.17,0,0,0.812,0.018
"8578",0.164,0,0,0.836,0
"8579",0.036,0.006,0.436,0.02,0.502
"8580",0.164,0,0,0.836,0
"8581",0.004,0,0,0,0.996
"8582",0.216,0,0,0.784,0
"8583",0.144,0,0,0.848,0.008
"8584",0.266,0,0,0.734,0
"8585",0.026,0,0.02,0.526,0.428
"8586",0.89,0,0,0.074,0.036
"8587",0.972,0,0,0,0.028
"8588",0.176,0,0.018,0.462,0.344
"8589",0.216,0,0,0.784,0
"8590",1,0,0,0,0
"8591",0.892,0,0,0.108,0
"8592",0.036,0,0.016,0.512,0.436
"8593",0.464,0,0,0.536,0
"8594",0.004,0,0.128,0.008,0.86
"8595",0.958,0,0,0.042,0
"8596",0.996,0,0,0,0.004
"8597",0.986,0,0,0,0.014
"8598",0.894,0,0,0,0.106
"8599",0.01,0.002,0.058,0,0.93
"8600",0.912,0,0,0.088,0
"8601",0.964,0,0,0,0.036
"8602",0.216,0,0,0.784,0
"8603",0.996,0,0,0,0.004
"8604",0.966,0,0,0,0.034
"8605",0.216,0,0,0.784,0
"8606",0,0,0,0,1
"8607",0.996,0,0,0,0.004
"8608",0.894,0,0,0.106,0
"8609",0.02,0,0,0,0.98
"8610",0.184,0,0,0.816,0
"8611",0.066,0,0.002,0.592,0.34
"8612",0.996,0,0,0,0.004
"8613",0.982,0,0,0.012,0.006
"8614",0.016,0.002,0,0,0.982
"8615",1,0,0,0,0
"8616",0,0,0,0,1
"8617",0.026,0,0.474,0.02,0.48
"8618",0.15,0,0.002,0.848,0
"8619",0.244,0,0,0.756,0
"8620",0,0,0,0,1
"8621",0.212,0,0,0.788,0
"8622",0.038,0.022,0.004,0,0.936
"8623",0.02,0,0.018,0.912,0.05
"8624",0.266,0,0,0.734,0
"8625",0.942,0,0,0.056,0.002
"8626",0.996,0,0,0,0.004
"8627",0.058,0,0,0.676,0.266
"8628",0.184,0,0,0.816,0
"8629",0,0,0.002,0,0.998
"8630",0.08,0,0.022,0.088,0.81
"8631",0.908,0,0,0.092,0
"8632",0.17,0.01,0.01,0.032,0.778
"8633",0.188,0,0,0.812,0
"8634",0.026,0,0.474,0.02,0.48
"8635",0.018,0.006,0.312,0.034,0.63
"8636",0.978,0,0,0.022,0
"8637",0.996,0,0,0,0.004
"8638",0.042,0,0,0,0.958
"8639",0,0,0,0,1
"8640",0.908,0,0,0.092,0
"8641",0.984,0,0,0.008,0.008
"8642",0.926,0,0,0.072,0.002
"8643",0.464,0,0,0.536,0
"8644",0.826,0,0,0.172,0.002
"8645",0.968,0,0,0,0.032
"8646",0.972,0,0,0,0.028
"8647",0.202,0,0,0,0.798
"8648",0.996,0,0,0,0.004
"8649",0.03,0,0.032,0.012,0.926
"8650",0,0,0,0,1
"8651",0.258,0,0,0.742,0
"8652",0,0,0.1,0,0.9
"8653",0.084,0,0,0.006,0.91
"8654",0.99,0,0,0,0.01
"8655",0.102,0,0,0.028,0.87
"8656",0.646,0,0,0.002,0.352
"8657",0.992,0,0,0.004,0.004
"8658",0.996,0,0,0,0.004
"8659",0.996,0,0,0,0.004
"8660",0.206,0,0,0.78,0.014
"8661",0.754,0,0.002,0,0.244
"8662",0,0.002,0,0,0.998
"8663",0.996,0,0,0,0.004
"8664",0.656,0,0,0.062,0.282
"8665",0,0,0,0,1
"8666",0.01,0.01,0.042,0,0.938
"8667",0.996,0,0,0,0.004
"8668",0.24,0,0,0.76,0
"8669",0.912,0,0,0.088,0
"8670",0.964,0,0,0,0.036
"8671",0.996,0,0,0,0.004
"8672",0.864,0,0,0,0.136
"8673",0.976,0,0,0.024,0
"8674",0.966,0,0,0,0.034
"8675",0.86,0,0,0.074,0.066
"8676",0.996,0,0,0,0.004
"8677",0.024,0.002,0.09,0.122,0.762
"8678",0.996,0,0,0,0.004
"8679",0.994,0,0,0.004,0.002
"8680",0.966,0,0,0,0.034
"8681",0.646,0,0,0.002,0.352
"8682",0.086,0,0,0.06,0.854
"8683",0.024,0,0.008,0.672,0.296
"8684",0.948,0,0,0,0.052
"8685",0.996,0,0,0,0.004
"8686",0,0,0,0,1
"8687",0.002,0.008,0.002,0,0.988
"8688",0.996,0,0,0,0.004
"8689",0.426,0,0,0.574,0
"8690",0,0,0,0,1
"8691",0,0,0,0,1
"8692",0.074,0.002,0.01,0.006,0.908
"8693",0.066,0,0.002,0.592,0.34
"8694",0.956,0,0,0.044,0
"8695",0,0,0,0,1
"8696",0.966,0,0,0.034,0
"8697",0.03,0,0.006,0,0.964
"8698",0.94,0,0,0.06,0
"8699",0.996,0,0,0,0.004
"8700",0.158,0,0.034,0.808,0
"8701",0.252,0,0,0.74,0.008
"8702",0.992,0,0,0,0.008
"8703",0.86,0,0,0,0.14
"8704",0.632,0.006,0,0.07,0.292
"8705",0.89,0,0,0.098,0.012
"8706",0.004,0,0,0,0.996
"8707",0.76,0,0,0,0.24
"8708",0.002,0.052,0.022,0.068,0.856
"8709",0.996,0,0,0,0.004
"8710",0.068,0.002,0.132,0.024,0.774
"8711",0.972,0,0,0,0.028
"8712",0.996,0,0,0,0.004
"8713",0.88,0,0,0.12,0
"8714",0.974,0,0,0.026,0
"8715",0.156,0,0,0.844,0
"8716",0.908,0,0,0,0.092
"8717",0.308,0,0,0.692,0
"8718",0.992,0,0,0.008,0
"8719",0.052,0,0,0,0.948
"8720",0,0,0.026,0,0.974
"8721",0,0.002,0,0.002,0.996
"8722",0.608,0,0.02,0.108,0.264
"8723",0.216,0,0,0.784,0
"8724",0.932,0,0,0,0.068
"8725",0.184,0,0,0.816,0
"8726",0.016,0,0.038,0.002,0.944
"8727",0.394,0,0,0.606,0
"8728",0.994,0,0,0,0.006
"8729",0.014,0,0,0,0.986
"8730",0.262,0,0,0.738,0
"8731",0.638,0,0,0.046,0.316
"8732",0.02,0,0,0.582,0.398
"8733",0.976,0,0,0.024,0
"8734",0.924,0,0,0.024,0.052
"8735",0.976,0,0,0.024,0
"8736",0,0,0.026,0,0.974
"8737",0.038,0,0.006,0,0.956
"8738",0.93,0,0,0,0.07
"8739",0.08,0,0.014,0.01,0.896
"8740",0.02,0.002,0.016,0.024,0.938
"8741",0.978,0,0,0.022,0
"8742",0.908,0,0,0.092,0
"8743",0.19,0,0,0.808,0.002
"8744",0.166,0,0.036,0.056,0.742
"8745",0.668,0,0,0,0.332
"8746",0,0.054,0.008,0,0.938
"8747",0.866,0,0,0,0.134
"8748",0.908,0,0,0.092,0
"8749",0.996,0,0,0,0.004
"8750",0.228,0,0,0.772,0
"8751",0.98,0,0,0.02,0
"8752",0.92,0,0,0.036,0.044
"8753",0,0,0,0,1
"8754",0,0,0,0,1
"8755",1,0,0,0,0
"8756",0.996,0,0,0,0.004
"8757",0.02,0,0.028,0.888,0.064
"8758",0.002,0,0,0.002,0.996
"8759",0.822,0,0,0.046,0.132
"8760",0.938,0,0,0,0.062
"8761",1,0,0,0,0
"8762",0.972,0,0,0,0.028
"8763",0.022,0,0,0.884,0.094
"8764",0.012,0,0.038,0,0.95
"8765",0.802,0,0,0.052,0.146
"8766",0.996,0,0,0,0.004
"8767",0.514,0,0,0.486,0
"8768",0.016,0,0,0,0.984
"8769",0,0,0,0,1
"8770",1,0,0,0,0
"8771",0.976,0,0,0.024,0
"8772",0.236,0,0,0.756,0.008
"8773",0.966,0,0,0.034,0
"8774",0.964,0,0,0.004,0.032
"8775",0.958,0,0,0.042,0
"8776",1,0,0,0,0
"8777",0.892,0,0,0.108,0
"8778",0.996,0,0,0,0.004
"8779",0.022,0,0.02,0.76,0.198
"8780",0.992,0,0,0,0.008
"8781",0.904,0,0,0.028,0.068
"8782",0.932,0,0,0.002,0.066
"8783",0.978,0,0,0.022,0
"8784",0,0,0,0,1
"8785",0.444,0,0,0.556,0
"8786",0.022,0,0,0.884,0.094
"8787",0.026,0,0.04,0.474,0.46
"8788",0.932,0,0,0.068,0
"8789",0.316,0,0,0.682,0.002
"8790",0.076,0,0.02,0,0.904
"8791",0.056,0,0,0,0.944
"8792",0.082,0,0.176,0.022,0.72
"8793",0.976,0,0,0.024,0
"8794",0,0,0,0,1
"8795",0.222,0,0,0.776,0.002
"8796",0.002,0,0.09,0,0.908
"8797",0.972,0,0,0.028,0
"8798",0.066,0,0.002,0.592,0.34
"8799",0.11,0,0.002,0,0.888
"8800",0.996,0,0,0,0.004
"8801",0.998,0,0,0.002,0
"8802",0.866,0,0,0,0.134
"8803",0.978,0,0,0.022,0
"8804",0.098,0,0,0,0.902
"8805",0.84,0,0,0.16,0
"8806",0.872,0,0.002,0.118,0.008
"8807",0.958,0,0,0.042,0
"8808",0.212,0,0,0.788,0
"8809",0.974,0,0,0.026,0
"8810",0.91,0,0,0.002,0.088
"8811",0.018,0,0.218,0.026,0.738
"8812",0.996,0,0,0,0.004
"8813",0.18,0,0,0.82,0
"8814",0.216,0,0,0.784,0
"8815",0.058,0,0.006,0.362,0.574
"8816",0.988,0,0,0.006,0.006
"8817",0,0,0,0,1
"8818",0.932,0,0,0.002,0.066
"8819",0.876,0,0,0.124,0
"8820",0.892,0,0,0,0.108
"8821",0.012,0,0.004,0,0.984
"8822",0.996,0,0,0,0.004
"8823",0,0.002,0.014,0,0.984
"8824",0.188,0,0,0.812,0
"8825",0,0,0,0,1
"8826",0.158,0,0.16,0.008,0.674
"8827",0.18,0,0,0.82,0
"8828",0.426,0,0,0.574,0
"8829",0,0,0,0,1
"8830",0.978,0,0,0.022,0
"8831",0.958,0,0,0.042,0
"8832",1,0,0,0,0
"8833",0,0,0,0,1
"8834",0.038,0,0.004,0,0.958
"8835",0.648,0,0,0,0.352
"8836",0.132,0,0.03,0.05,0.788
"8837",0.492,0,0,0.508,0
"8838",0.762,0,0,0.236,0.002
"8839",0.972,0,0,0.028,0
"8840",0.996,0,0,0,0.004
"8841",0,0,0,0,1
"8842",0.008,0,0.04,0,0.952
"8843",0.05,0,0.02,0.002,0.928
"8844",0.02,0,0.004,0.39,0.586
"8845",0.996,0,0,0,0.004
"8846",0,0,0,0,1
"8847",0.992,0,0,0.006,0.002
"8848",0.89,0,0,0.098,0.012
"8849",0,0,0,0,1
"8850",0,0,0,0,1
"8851",0.034,0,0.03,0.004,0.932
"8852",0.908,0,0,0.092,0
"8853",0.004,0.014,0.606,0,0.376
"8854",0.878,0,0,0,0.122
"8855",1,0,0,0,0
"8856",0.062,0,0,0.792,0.146
"8857",0.044,0,0,0.006,0.95
"8858",0.938,0,0,0,0.062
"8859",0.064,0,0,0.104,0.832
"8860",0.958,0,0,0.042,0
"8861",0.038,0,0.006,0,0.956
"8862",0,0,0,0,1
"8863",0.06,0,0.002,0.216,0.722
"8864",0.064,0,0.006,0.662,0.268
"8865",0.892,0,0,0.108,0
"8866",0.188,0,0,0.812,0
"8867",0.03,0.002,0.572,0.022,0.374
"8868",0.892,0,0,0.108,0
"8869",0.994,0,0,0,0.006
"8870",1,0,0,0,0
"8871",0.648,0,0,0,0.352
"8872",0.984,0,0,0.016,0
"8873",0.992,0,0,0.008,0
"8874",0.732,0,0,0,0.268
"8875",0.384,0,0.004,0.074,0.538
"8876",0,0,0,0,1
"8877",0.996,0,0,0,0.004
"8878",0.954,0,0,0.046,0
"8879",0.97,0,0,0.03,0
"8880",0.622,0,0.088,0.026,0.264
"8881",0.264,0,0.004,0.73,0.002
"8882",0.836,0,0,0,0.164
"8883",0.962,0,0,0.038,0
"8884",0,0,0,0,1
"8885",0.974,0,0.01,0.01,0.006
"8886",0,0,0,0,1
"8887",1,0,0,0,0
"8888",0.044,0,0.018,0.064,0.874
"8889",0.956,0,0,0.044,0
"8890",0.022,0,0.008,0.668,0.302
"8891",0.734,0,0,0.084,0.182
"8892",0.014,0,0,0,0.986
"8893",0.206,0,0,0.78,0.014
"8894",0,0.002,0,0,0.998
"8895",0.996,0,0,0,0.004
"8896",0.05,0,0,0,0.95
"8897",0.908,0,0,0.092,0
"8898",0.956,0,0,0.044,0
"8899",0.91,0,0,0,0.09
"8900",0.996,0,0,0,0.004
"8901",0.856,0,0,0.104,0.04
"8902",0.998,0,0,0,0.002
"8903",0.012,0,0.038,0,0.95
"8904",0,0,0,0,1
"8905",1,0,0,0,0
"8906",0.69,0,0,0.072,0.238
"8907",0.956,0,0,0.044,0
"8908",0.958,0,0,0.042,0
"8909",0.994,0,0,0,0.006
"8910",0.964,0,0,0.028,0.008
"8911",0.996,0,0,0,0.004
"8912",0.954,0,0,0.012,0.034
"8913",0.064,0,0.006,0.662,0.268
"8914",0.24,0,0,0.76,0
"8915",1,0,0,0,0
"8916",0.738,0,0,0.054,0.208
"8917",0,0,0,0,1
"8918",0.962,0,0,0.038,0
"8919",0.02,0,0.002,0.588,0.39
"8920",0.892,0,0,0.108,0
"8921",0.866,0,0,0,0.134
"8922",0.674,0,0.006,0.212,0.108
"8923",0.976,0,0,0.024,0
"8924",0.918,0,0,0.008,0.074
"8925",0.996,0,0,0,0.004
"8926",0.566,0,0.004,0.066,0.364
"8927",0.908,0,0,0.092,0
"8928",0.996,0,0,0,0.004
"8929",0.964,0,0,0.036,0
"8930",0.996,0,0,0,0.004
"8931",0.892,0,0,0.108,0
"8932",0.912,0,0,0,0.088
"8933",0.022,0,0.056,0.486,0.436
"8934",0.43,0,0,0.57,0
"8935",0,0,0,0,1
"8936",0.254,0,0,0.746,0
"8937",0.966,0,0,0,0.034
"8938",0.952,0,0,0.004,0.044
"8939",0.186,0,0.008,0.806,0
"8940",0.976,0,0,0,0.024
"8941",0.978,0,0,0.022,0
"8942",0.908,0,0,0.092,0
"8943",0,0,0.004,0,0.996
"8944",0.042,0,0,0,0.958
"8945",0.78,0.01,0,0.042,0.168
"8946",0.996,0,0,0,0.004
"8947",0.936,0,0,0,0.064
"8948",0.928,0,0,0.058,0.014
"8949",0.996,0,0,0,0.004
"8950",0.024,0.008,0.046,0.002,0.92
"8951",0.242,0,0,0.758,0
"8952",0.76,0,0,0,0.24
"8953",0.164,0,0,0.832,0.004
"8954",0.004,0,0.002,0.002,0.992
"8955",0.038,0,0.066,0.008,0.888
"8956",0.212,0,0,0.788,0
"8957",0.492,0,0,0.508,0
"8958",0.978,0,0,0.022,0
"8959",0.988,0,0,0.006,0.006
"8960",0.784,0,0,0.036,0.18
"8961",1,0,0,0,0
"8962",0,0,0,0,1
"8963",0.252,0,0,0.748,0
"8964",0.996,0,0,0,0.004
"8965",0.892,0,0,0,0.108
"8966",1,0,0,0,0
"8967",0.996,0,0,0,0.004
"8968",0.08,0,0.022,0.088,0.81
"8969",0.996,0,0,0,0.004
"8970",0.956,0,0,0.044,0
"8971",0.76,0,0,0.008,0.232
"8972",0,0,0,0,1
"8973",1,0,0,0,0
"8974",0.962,0,0,0.038,0
"8975",0.998,0,0,0,0.002
"8976",0.996,0,0,0,0.004
"8977",0.066,0,0.002,0.592,0.34
"8978",0.996,0,0,0,0.004
"8979",0.892,0,0,0.058,0.05
"8980",0.988,0,0,0,0.012
"8981",0.996,0,0,0,0.004
"8982",0,0,0,0,1
"8983",0.98,0,0,0.02,0
"8984",0.24,0,0,0.76,0
"8985",0.694,0,0,0.07,0.236
"8986",0.008,0,0.308,0,0.684
"8987",0.98,0,0,0.02,0
"8988",0.984,0,0,0.008,0.008
"8989",0.956,0,0,0.044,0
"8990",0.004,0.004,0,0.148,0.844
"8991",0.97,0,0,0.03,0
"8992",0.244,0,0,0.756,0
"8993",0,0,0,0,1
"8994",0.026,0,0.022,0.006,0.946
"8995",0.958,0,0,0.042,0
"8996",0.004,0,0,0,0.996
"8997",0.002,0.002,0.004,0,0.992
"8998",0.002,0,0.444,0.004,0.55
"8999",0.306,0,0,0.694,0
"9000",0.074,0,0.084,0.046,0.796
"9001",0.128,0,0,0,0.872
"9002",0.97,0,0,0.03,0
"9003",0.976,0,0,0.024,0
"9004",0.996,0,0,0,0.004
"9005",0.906,0,0,0,0.094
"9006",0.902,0,0,0.092,0.006
"9007",0,0,0,0,1
"9008",0.306,0,0,0.694,0
"9009",0.062,0,0,0.248,0.69
"9010",0.006,0,0.002,0.018,0.974
"9011",0.996,0,0,0,0.004
"9012",0.954,0,0,0,0.046
"9013",0,0,0,0,1
"9014",0.022,0,0.058,0.752,0.168
"9015",0.76,0,0,0,0.24
"9016",0.76,0,0,0,0.24
"9017",0.968,0,0,0.012,0.02
"9018",0.054,0,0,0.336,0.61
"9019",0,0,0,0,1
"9020",0.914,0,0.002,0.036,0.048
"9021",0.97,0,0,0.03,0
"9022",0.778,0,0,0.064,0.158
"9023",0.892,0,0,0.108,0
"9024",0.994,0,0,0.002,0.004
"9025",0.964,0,0,0,0.036
"9026",0.946,0,0,0,0.054
"9027",0.036,0.002,0.022,0,0.94
"9028",0.996,0,0,0,0.004
"9029",0.02,0,0.02,0.378,0.582
"9030",0.134,0.028,0.008,0,0.83
"9031",0.864,0,0,0.008,0.128
"9032",0.974,0,0,0.026,0
"9033",1,0,0,0,0
"9034",0.996,0,0,0,0.004
"9035",0.934,0,0,0,0.066
"9036",0.244,0,0,0.756,0
"9037",0.074,0,0,0.002,0.924
"9038",0.216,0,0,0.784,0
"9039",0.76,0,0,0.008,0.232
"9040",0.024,0,0.04,0.004,0.932
"9041",0.942,0,0,0,0.058
"9042",0.016,0,0,0,0.984
"9043",0.26,0,0.222,0.084,0.434
"9044",0.17,0,0,0.824,0.006
"9045",0.788,0,0,0,0.212
"9046",0.99,0,0,0,0.01
"9047",0.24,0,0.002,0.758,0
"9048",0.984,0,0,0.016,0
"9049",0.84,0,0.008,0.05,0.102
"9050",0.064,0,0.052,0.028,0.856
"9051",0.668,0,0,0,0.332
"9052",0.364,0,0.004,0.616,0.016
"9053",0,0,0.002,0,0.998
"9054",0.996,0,0,0,0.004
"9055",0.956,0,0,0.044,0
"9056",0.912,0,0,0.088,0
